decade,frame (verb--syntactic relation),support nouns,support noun counts,ground-truth emerging (query) nouns
1930,hear-dobj,"['story', 'prayer', 'step', 'case', 'bell', 'call', 'man', 'side', 'gun', 'whistle', 'ring', 'door', 'church', 'bird', 'witness', 'people']","[44970, 14551, 11159, 10253, 8936, 8150, 7336, 7067, 3747, 3582, 3478, 2924, 2835, 2532, 2335, 2311]","['tape', 'track', 'truck', 'guy', 'range', 'screening', 'phone', 'plane', 'level', 'blue']"
1930,heat-dobj,"['mixture', 'water', 'surface', 'room', 'house', 'building', 'iron', 'tube', 'oven', 'wire', 'milk', 'furnace', 'body', 'salt', 'bath', 'boiler']","[8405, 8070, 5702, 2314, 2249, 1875, 1832, 1474, 1459, 1224, 1160, 966, 961, 904, 854, 780]","['source', 'mold', 'digester', 'shock', 'container', 'butter', 'cooling', 'cramp', 'skillet', 'pump']"
1930,help-dobj,"['people', 'man', 'child', 'friend', 'mother', 'father', 'woman', 'brother', 'student', 'boy', 'pupil', 'teacher', 'family', 'girl', 'farmer', 'world']","[11110, 9442, 6391, 5705, 5573, 3798, 3250, 3208, 2536, 2193, 2156, 2070, 2002, 1745, 1656, 1623]","['human', 'kin', 'addict', 'user', 'peer', 'entrepreneur', 'desk', 'alcoholic', 'communist', 'level']"
1930,hide-dobj,"['face', 'head', 'light', 'place', 'sun', 'body', 'heart', 'star', 'nest', 'beauty', 'hair', 'hand', 'sky', 'book', 'foot', 'man']","[35971, 8438, 2832, 2224, 1350, 1346, 1093, 690, 657, 607, 602, 556, 554, 532, 501, 490]","['control', 'file', 'panel', 'pane', 'area', 'palette', 'layer', 'set', 'toy', 'extension']"
1930,hide-pobj_prep.in,"['wood', 'corner', 'heart', 'cave', 'bush', 'grass', 'place', 'house', 'bosom', 'earth', 'field', 'recess', 'tree', 'hole', 'hand', 'mountain']","[4443, 3728, 3461, 3337, 3121, 2715, 2684, 2664, 2297, 2262, 1898, 1798, 1766, 1551, 1478, 1418]","['file', 'toilet', 'truck', 'garage', 'camp', 'bunker', 'image', 'bathroom', 'area', 'tunnel']"
1930,hire-dobj,"['horse', 'man', 'house', 'boat', 'carriage', 'help', 'room', 'soldier', 'vessel', 'teacher', 'worker', 'ship', 'substitute', 'hall', 'guide', 'car']","[3475, 3350, 3270, 2434, 1700, 1511, 1417, 1129, 1126, 1041, 1001, 920, 838, 838, 826, 763]","['technician', 'alien', 'replacement', 'programmer', 'black', 'sitter', 'nanny', 'designer', 'major', 'salesperson']"
1930,hit-dobj,"['ball', 'nail', 'man', 'target', 'ground', 'head', 'point', 'spot', 'water', 'line', 'wall', 'bird', 'floor', 'place', 'tree', 'rock']","[3954, 2275, 2051, 1784, 1712, 1199, 1191, 719, 580, 570, 524, 509, 452, 436, 414, 371]","['drive', 'homer', 'fan', 'baseball', 'book', 'sack', 'gas', 'switch', 'return', 'brake']"
1930,hold-dobj,"['office', 'hand', 'place', 'tongue', 'head', 'court', 'water', 'ground', 'post', 'arm', 'power', 'rein', 'balance', 'dear', 'book', 'pen']","[169671, 136831, 48678, 44880, 26526, 23343, 21384, 17376, 16386, 13367, 12041, 11878, 11294, 10833, 10787, 9856]","['microphone', 'sandwich', 'token', 'goal', 'briefcase', 'dumbbell', 'computer', 'radio', 'folder', 'return']"
1930,hold-nsubj,"['court', 'man', 'hand', 'people', 'father', 'rule', 'world', 'king', 'person', 'woman', 'judge', 'church', 'head', 'wind', 'life', 'heart']","[8134, 7015, 6409, 3367, 3048, 2832, 2714, 2684, 2004, 1964, 1766, 1762, 1748, 1474, 1396, 1380]","['center', 'container', 'span', 'library', 'array', 'button', 'constraint', 'user', 'employee', 'dough']"
1930,hold-pobj_prep.by,"['hand', 'bank', 'people', 'person', 'church', 'enemy', 'individual', 'man', 'arm', 'court', 'king', 'assistant', 'father', 'citizen', 'family', 'woman']","[8280, 7626, 5089, 4577, 3607, 3480, 2198, 2161, 1974, 1831, 1819, 1759, 1756, 1431, 1282, 1242]","['center', 'adult', 'subsidiary', 'male', 'planner', 'recipient', 'stakeholder', 'proponent', 'nationalist', 'user']"
1930,hold-pobj_prep.in,"['hand', 'place', 'arm', 'reserve', 'city', 'case', 'church', 'house', 'suspension', 'hall', 'room', 'mouth', 'store', 'grasp', 'connection', 'world']","[101361, 27835, 11570, 7550, 6348, 5581, 5579, 5003, 4884, 4453, 2867, 2753, 2389, 2141, 2060, 1923]","['brazil', 'array', 'record', 'classroom', 'computer', 'register', 'buffer', 'model', 'file', 'repository']"
1930,identify-dobj,"['person', 'place', 'body', 'man', 'spot', 'site', 'individual', 'plant', 'bird', 'author', 'form', 'point', 'source', 'child', 'material', 'subject']","[2106, 1489, 1197, 1164, 829, 752, 723, 591, 564, 547, 523, 475, 466, 415, 395, 391]","['sequence', 'model', 'measure', 'barrier', 'gap', 'link', 'constraint', 'hazard', 'file', 'marker']"
1930,identify-pobj_prep.with,"['movement', 'life', 'people', 'church', 'system', 'person', 'sun', 'body', 'form', 'world', 'christ', 'power', 'class', 'hero', 'school', 'man']","[1694, 1299, 997, 940, 523, 513, 452, 406, 381, 373, 370, 312, 292, 246, 237, 236]","['adult', 'peer', 'male', 'worker', 'white', 'area', 'patient', 'teacher', 'goal', 'model']"
1930,ignore-dobj,"['side', 'rule', 'point', 'power', 'subject', 'authority', 'hand', 'form', 'man', 'line', 'world', 'action', 'body', 'sign', 'source', 'connection']","[765, 711, 555, 534, 485, 483, 452, 349, 336, 311, 284, 275, 255, 252, 225, 225]","['dog', 'link', 'constraint', 'food', 'root', 'blood', 'level', 'cue', 'face', 'bit']"
1930,illustrate-dobj,"['point', 'subject', 'life', 'power', 'form', 'rule', 'book', 'action', 'story', 'case', 'structure', 'system', 'formation', 'stage', 'paper', 'course']","[24464, 9484, 5619, 3596, 3535, 3381, 3250, 3174, 2646, 2553, 2245, 2014, 1764, 1548, 1391, 1245]","['chain', 'wrapper', 'tool', 'support', 'link', 'framework', 'guide', 'constraint', 'linkage', 'network']"
1930,imagine-dobj,"['man', 'case', 'life', 'world', 'line', 'place', 'form', 'body', 'person', 'system', 'woman', 'power', 'creature', 'people', 'book', 'beauty']","[2036, 1912, 1102, 894, 866, 705, 684, 673, 644, 587, 511, 446, 404, 374, 322, 320]","['game', 'study', 'student', 'scale', 'range', 'level', 'film', 'map', 'penitentiary', 'threat']"
1930,import-dobj,"['arm', 'book', 'cattle', 'cloth', 'corn', 'food', 'grain', 'iron', 'machinery', 'material', 'silk', 'stock', 'sugar', 'tea', 'wheat', 'wine']","[319, 418, 358, 373, 666, 911, 590, 236, 333, 1117, 214, 309, 219, 302, 339, 440]","['java', 'table', 'image', 'control', 'clip', 'weapon', 'gas', 'model', 'file', 'equipment']"
1930,impose-pobj_prep.by,"['authority', 'court', 'church', 'power', 'system', 'rule', 'king', 'master', 'man', 'board', 'people', 'life', 'father', 'form', 'office', 'bill']","[3656, 1518, 899, 848, 745, 615, 472, 433, 397, 342, 341, 339, 311, 298, 281, 276]","['level', 'source', 'hardware', 'network', 'equipment', 'user', 'setting', 'field', 'framework', 'model']"
1930,impose-pobj_prep.on,"['people', 'person', 'world', 'man', 'subject', 'power', 'citizen', 'reader', 'mankind', 'individual', 'authority', 'woman', 'child', 'class', 'officer', 'inhabitant']","[2741, 1106, 1018, 881, 712, 555, 480, 474, 450, 433, 395, 393, 341, 312, 305, 298]","['black', 'model', 'area', 'employee', 'patient', 'japan', 'top', 'manager', 'operator', 'user']"
1930,improve-dobj,"['system', 'road', 'power', 'nutrition', 'soil', 'style', 'school', 'stock', 'life', 'heart', 'art', 'acquaintance', 'race', 'street', 'harbor', 'ground']","[5514, 3540, 3327, 3303, 2908, 2713, 2684, 2497, 2396, 2169, 2146, 2016, 2000, 1652, 1469, 1439]","['support', 'storage', 'match', 'tie', 'link', 'reception', 'linkage', 'interface', 'framework', 'indicator']"
1930,include-dobj,"['case', 'form', 'person', 'area', 'power', 'study', 'class', 'subject', 'city', 'material', 'woman', 'representative', 'child', 'people', 'range', 'school']","[5607, 4830, 4350, 2804, 2625, 2601, 2586, 2418, 2329, 2271, 2155, 2073, 2009, 1761, 1729, 1691]","['hardware', 'user', 'lunch', 'indicator', 'computer', 'target', 'stakeholder', 'network', 'module', 'interface']"
1930,include-pobj,"['officer', 'woman', 'case', 'man', 'city', 'form', 'child', 'school', 'weight', 'plate', 'person', 'line', 'material', 'book', 'class', 'area']","[1057, 981, 866, 793, 743, 730, 658, 631, 602, 571, 502, 478, 475, 465, 454, 415]","['scientist', 'film', 'vehicle', 'link', 'model', 'image', 'market', 'file', 'medium', 'computer']"
1930,include-pobj_prep.in,"['study', 'class', 'table', 'book', 'collection', 'course', 'system', 'bill', 'circuit', 'return', 'family', 'area', 'bracket', 'case', 'library', 'canon']","[6624, 5085, 4243, 3202, 2975, 2435, 1920, 1467, 1416, 1300, 1251, 1150, 801, 728, 612, 593]","['level', 'medium', 'sequence', 'core', 'film', 'packet', 'window', 'module', 'basket', 'portfolio']"
1930,increase-dobj,"['power', 'weight', 'stock', 'resistance', 'area', 'proportion', 'surface', 'action', 'comfort', 'store', 'range', 'diameter', 'authority', 'life', 'return', 'beauty']","[42175, 8038, 7195, 6322, 5547, 4833, 4445, 4199, 3198, 2888, 2597, 2308, 2030, 1625, 1607, 1527]","['cover', 'transport', 'camp', 'binding', 'memory', 'link', 'constraint', 'fiber', 'threshold', 'turnout']"
1930,indicate-dobj,"['point', 'line', 'place', 'power', 'source', 'course', 'form', 'action', 'connection', 'date', 'movement', 'spot', 'person', 'level', 'site', 'stage']","[8019, 7237, 6247, 4174, 3849, 3830, 3000, 2937, 2618, 2548, 2297, 2205, 1923, 1857, 1844, 1697]","['threshold', 'transport', 'match', 'episode', 'file', 'turnover', 'constraint', 'hazard', 'coupling', 'shock']"
1930,indicate-pobj_prep.by,"['line', 'arrow', 'fig', 'sign', 'table', 'formula', 'circle', 'point', 'form', 'barometer', 'gauge', 'record', 'movement', 'head', 'scale', 'cross']","[16495, 12748, 2170, 1873, 1646, 1116, 943, 859, 785, 751, 668, 562, 558, 514, 508, 487]","['indicator', 'poll', 'physician', 'shift', 'device', 'field', 'cue', 'user', 'tag', 'fight']"
1930,induce-dobj,"['man', 'person', 'people', 'action', 'habit', 'king', 'formation', 'movement', 'friend', 'enemy', 'child', 'emperor', 'patient', 'power', 'woman', 'native']","[3937, 2774, 2566, 2361, 1923, 1764, 1560, 947, 854, 805, 801, 721, 577, 555, 542, 515]","['model', 'cell', 'rule', 'balance', 'mechanism', 'wave', 'level', 'lymphocyte', 'block', 'shift']"
1930,influence-dobj,"['action', 'life', 'course', 'people', 'world', 'heart', 'man', 'movement', 'form', 'formation', 'body', 'system', 'child', 'king', 'person', 'power']","[7345, 6695, 4639, 2161, 1489, 1156, 1152, 1149, 1000, 966, 945, 857, 726, 679, 642, 595]","['scope', 'employee', 'transport', 'shift', 'target', 'image', 'decline', 'support', 'subordinate', 'goal']"
1930,influence-pobj_prep.by,"['action', 'art', 'authority', 'daily', 'diet', 'form', 'habit', 'light', 'movement', 'power', 'priest', 'school', 'study', 'system', 'threat', 'wind']","[414, 326, 412, 424, 239, 302, 517, 321, 523, 442, 204, 271, 246, 302, 223, 230]","['background', 'image', 'set', 'constraint', 'communist', 'peer', 'setting', 'cue', 'rise', 'medium']"
1930,inform-dobj,"['reader', 'king', 'people', 'friend', 'master', 'house', 'world', 'father', 'emperor', 'court', 'queen', 'mother', 'officer', 'minister', 'authority', 'brother']","[5924, 4744, 2569, 2000, 1822, 1821, 1769, 1377, 1169, 1019, 909, 861, 856, 804, 769, 758]","['construction', 'viewer', 'model', 'seller', 'system', 'maker', 'computer', 'structure', 'medium', 'movement']"
1930,insert-dobj,"['tube', 'piece', 'needle', 'resistance', 'plug', 'stopper', 'finger', 'key', 'point', 'line', 'date', 'pin', 'cork', 'suture', 'plate', 'wedge']","[2016, 1853, 1343, 1068, 1024, 885, 855, 795, 771, 707, 547, 491, 458, 391, 378, 374]","['file', 'field', 'node', 'implant', 'resistor', 'diskette', 'device', 'clip', 'prosthesis', 'gauge']"
1930,interest-pobj_prep.in,"['subject', 'study', 'movement', 'life', 'case', 'story', 'book', 'art', 'man', 'people', 'school', 'child', 'woman', 'line', 'girl', 'field']","[4870, 1959, 1824, 1418, 1235, 1176, 1147, 1044, 934, 775, 691, 538, 482, 479, 468, 444]","['nutrition', 'guy', 'level', 'film', 'post', 'image', 'medium', 'justice', 'background', 'computer']"
1930,interfere-pobj_prep.with,"['action', 'movement', 'course', 'institution', 'power', 'nutrition', 'life', 'comfort', 'authority', 'study', 'system', 'people', 'habit', 'formation', 'transmission', 'control']","[5373, 3243, 2947, 2909, 1920, 1399, 1251, 1085, 1011, 1000, 785, 582, 559, 514, 417, 416]","['filling', 'goal', 'image', 'objective', 'aggregation', 'memory', 'storage', 'equipment', 'binding', 'cycle']"
1930,interpret-dobj,"['life', 'sign', 'world', 'action', 'rule', 'record', 'book', 'movement', 'material', 'story', 'school', 'form', 'line', 'case', 'table', 'document']","[2730, 1788, 1343, 1074, 817, 720, 700, 686, 511, 465, 403, 388, 365, 350, 315, 296]","['model', 'bill', 'level', 'film', 'indicator', 'display', 'area', 'site', 'card', 'shift']"
1930,introduce-dobj,"['bill', 'system', 'subject', 'measure', 'friend', 'form', 'finger', 'catheter', 'tube', 'art', 'study', 'person', 'style', 'machinery', 'speaker', 'reader']","[21392, 15156, 10461, 6003, 3765, 3302, 2321, 1941, 1661, 1598, 1584, 1527, 1396, 1390, 1303, 1302]","['computer', 'package', 'sequence', 'automation', 'framework', 'frame', 'artifact', 'network', 'matrix', 'market']"
1930,invent-dobj,"['story', 'machine', 'system', 'art', 'form', 'instrument', 'engine', 'game', 'device', 'machinery', 'style', 'telegraph', 'gin', 'apparatus', 'tool', 'substitute']","[4551, 3713, 2571, 1594, 1535, 1476, 1041, 922, 918, 820, 609, 486, 380, 338, 310, 307]","['internet', 'television', 'baseball', 'computer', 'woman', 'airplane', 'gadget', 'enemy', 'transistor', 'bomb']"
1930,invest-pobj_prep.in,"['security', 'stock', 'bond', 'plant', 'building', 'bank', 'machinery', 'form', 'house', 'construction', 'equipment', 'mill', 'factory', 'line', 'road', 'establishment']","[5383, 4519, 3377, 1081, 934, 808, 601, 578, 518, 408, 386, 321, 318, 296, 224, 211]","['set', 'network', 'portfolio', 'offspring', 'film', 'control', 'study', 'housing', 'child', 'range']"
1930,investigate-dobj,"['subject', 'case', 'structure', 'action', 'point', 'system', 'source', 'form', 'ground', 'power', 'record', 'life', 'story', 'field', 'place', 'movement']","[12013, 6782, 1386, 1314, 1270, 1230, 1160, 725, 556, 507, 459, 424, 413, 318, 296, 263]","['memory', 'set', 'model', 'transport', 'personality', 'link', 'sequence', 'linkage', 'patient', 'threat']"
1930,invite-dobj,"['friend', 'people', 'guest', 'person', 'soul', 'man', 'lady', 'stranger', 'king', 'reader', 'enemy', 'failure', 'settler', 'officer', 'power', 'tender']","[4181, 3293, 3153, 1473, 1169, 1156, 1015, 988, 902, 794, 683, 625, 618, 562, 507, 467]","['target', 'range', 'paper', 'press', 'user', 'patient', 'monk', 'observer', 'scientist', 'viewer']"
1930,involve-dobj,"['power', 'life', 'action', 'point', 'area', 'structure', 'construction', 'system', 'surface', 'skin', 'organ', 'person', 'movement', 'bone', 'study', 'body']","[3289, 2943, 2800, 2753, 2181, 2155, 2117, 1945, 1714, 1637, 1624, 1604, 1597, 1549, 1546, 1460]","['stakeholder', 'site', 'adult', 'user', 'alcohol', 'male', 'weapon', 'computer', 'model', 'human']"
1930,involve-pobj_prep.in,"['case', 'ruin', 'construction', 'action', 'study', 'system', 'movement', 'formation', 'suit', 'subject', 'life', 'form', 'bill', 'course', 'maze', 'labyrinth']","[13727, 3852, 3452, 3337, 2751, 2694, 2325, 2112, 1599, 1447, 1410, 1158, 973, 914, 684, 675]","['binding', 'medium', 'coupling', 'surgery', 'linkage', 'club', 'model', 'film', 'mankind', 'arena']"
1930,issue-pobj_prep.by,"['bank', 'authority', 'board', 'court', 'bureau', 'office', 'king', 'commissioner', 'secretary', 'house', 'president', 'city', 'justice', 'ministry', 'college', 'officer']","[7593, 4205, 4155, 3164, 3054, 2626, 1530, 1241, 1114, 1098, 1096, 1090, 1040, 980, 867, 815]","['subsidiary', 'user', 'guard', 'centre', 'penguin', 'resident', 'source', 'panel', 'center', 'processor']"
1930,join-dobj,"['church', 'point', 'hand', 'friend', 'club', 'brother', 'body', 'centre', 'enemy', 'movement', 'king', 'companion', 'class', 'father', 'circle', 'ship']","[22967, 17123, 15234, 6074, 5280, 5193, 5107, 4659, 4648, 4425, 4046, 3656, 3499, 3320, 3289, 3260]","['case', 'market', 'resistance', 'foundation', 'steel', 'demonstrator', 'emu', 'marcher', 'chat', 'defense']"
1930,join-pobj_prep.by,"['line', 'conjunction', 'body', 'bridge', 'friend', 'brother', 'wife', 'ship', 'wire', 'hinge', 'piece', 'bond', 'tube', 'bar', 'people', 'person']","[1665, 1335, 846, 655, 577, 550, 534, 496, 469, 366, 343, 293, 269, 266, 262, 261]","['white', 'justice', 'burger', 'worker', 'comma', 'black', 'junction', 'operator', 'weld', 'marshall']"
1930,justify-dobj,"['action', 'measure', 'course', 'step', 'resistance', 'man', 'system', 'resort', 'construction', 'appointment', 'establishment', 'rule', 'alarm', 'study', 'life', 'place']","[6835, 4339, 3664, 1694, 1422, 1135, 846, 727, 705, 671, 651, 561, 549, 532, 502, 479]","['level', 'set', 'model', 'range', 'equipment', 'stop', 'plant', 'goal', 'screening', 'surgery']"
1930,keep-dobj,"['record', 'watch', 'house', 'fire', 'place', 'book', 'head', 'people', 'hand', 'body', 'school', 'guard', 'horse', 'appointment', 'water', 'heart']","[40512, 39867, 37041, 22022, 18302, 15592, 15034, 14779, 12970, 12736, 10082, 10044, 9948, 9909, 9885, 9860]","['scope', 'predator', 'casualty', 'user', 'computer', 'site', 'network', 'scientist', 'communist', 'facade']"
1930,keep-pobj_prep.on,"['side', 'hand', 'foot', 'course', 'ground', 'ice', 'guard', 'subject', 'board', 'level', 'file', 'leg', 'road', 'ball', 'line', 'hat']","[5938, 4112, 3983, 1662, 1371, 963, 962, 924, 892, 857, 798, 779, 719, 654, 582, 548]","['goal', 'kid', 'mirror', 'ticking', 'screen', 'rein', 'phone', 'woman', 'display', 'leash']"
1930,keep-pobj_prep.with,"['life', 'style', 'man', 'people', 'subject', 'class', 'movement', 'place', 'world', 'habit', 'friend', 'hand', 'house', 'power', 'horse', 'body']","[1627, 1325, 1002, 926, 909, 905, 796, 772, 624, 619, 605, 580, 577, 555, 545, 527]","['bill', 'root', 'kid', 'framework', 'constraint', 'peer', 'guy', 'formula', 'shift', 'mechanism']"
1930,kick-dobj,"['ball', 'beam', 'boot', 'bucket', 'chair', 'dog', 'door', 'foot', 'football', 'goal', 'heel', 'leg', 'man', 'row', 'shoe', 'stone']","[1114, 855, 305, 508, 323, 613, 754, 620, 426, 432, 3170, 1084, 737, 1198, 677, 499]","['habit', 'spray', 'floor', 'point', 'back', 'cover', 'butt', 'pump', 'can', 'rudder']"
1930,kill-dobj,"['man', 'animal', 'people', 'bird', 'child', 'game', 'deer', 'king', 'person', 'enemy', 'father', 'horse', 'woman', 'dog', 'wife', 'brother']","[39919, 12932, 12436, 10183, 8860, 8855, 8189, 8087, 7576, 7292, 6921, 6748, 6304, 5980, 5392, 5348]","['pathogen', 'dolphin', 'predator', 'astronaut', 'motor', 'site', 'demonstrator', 'daddy', 'dad', 'target']"
1930,know-dobj,"['man', 'place', 'people', 'world', 'heart', 'life', 'story', 'power', 'father', 'person', 'woman', 'christ', 'friend', 'face', 'subject', 'rule']","[37146, 17499, 17395, 14341, 13632, 12864, 12381, 10572, 10109, 10020, 7126, 6119, 5662, 4966, 4938, 4292]","['user', 'adult', 'local', 'target', 'equipment', 'pin', 'computer', 'daddy', 'ben', 'attorney']"
1930,know-nsubj,"['world', 'man', 'nobody', 'people', 'reader', 'child', 'father', 'woman', 'mother', 'friend', 'person', 'body', 'author', 'boy', 'king', 'student']","[60385, 44055, 38187, 31427, 13856, 9094, 8285, 6565, 6124, 5899, 5090, 4329, 3821, 3733, 3597, 3509]","['server', 'designer', 'press', 'hedgehog', 'viewer', 'sender', 'user', 'fan', 'computer', 'market']"
1930,know-pobj_prep.about,"['life', 'subject', 'man', 'people', 'world', 'case', 'woman', 'place', 'book', 'horse', 'art', 'child', 'person', 'girl', 'family', 'father']","[1743, 1086, 780, 637, 589, 537, 480, 369, 357, 344, 324, 281, 260, 238, 228, 209]","['market', 'nutrition', 'level', 'student', 'computer', 'background', 'patient', 'guy', 'rule', 'area']"
1930,know-pobj_prep.as,"['system', 'house', 'man', 'school', 'bill', 'church', 'hill', 'author', 'hall', 'line', 'place', 'book', 'point', 'college', 'road', 'street']","[10462, 9544, 7214, 5906, 5711, 5432, 5284, 4743, 3601, 3488, 3119, 2927, 2895, 2785, 2689, 2662]","['web', 'package', 'transport', 'array', 'computer', 'server', 'amplifier', 'interface', 'bus', 'internet']"
1930,lack-dobj,"['power', 'support', 'authority', 'food', 'foundation', 'control', 'beauty', 'form', 'life', 'fire', 'bread', 'water', 'art', 'material', 'point', 'system']","[7596, 1732, 991, 932, 748, 744, 622, 540, 512, 491, 457, 436, 419, 412, 388, 371]","['level', 'tie', 'framework', 'marker', 'cover', 'core', 'nutrient', 'site', 'network', 'transporter']"
1930,lead-dobj,"['life', 'horse', 'people', 'man', 'van', 'child', 'captive', 'movement', 'world', 'blind', 'reader', 'host', 'soul', 'pupil', 'column', 'house']","[137238, 19701, 8535, 7496, 5763, 5307, 4204, 3479, 2764, 2349, 2025, 2024, 1971, 1887, 1857, 1578]","['indicator', 'communist', 'user', 'target', 'source', 'scientist', 'japan', 'display', 'employee', 'style']"
1930,lead-pobj_prep.by,"['hand', 'officer', 'man', 'king', 'priest', 'general', 'commander', 'guide', 'woman', 'son', 'captain', 'groom', 'boy', 'bridle', 'brother', 'earl']","[7159, 4478, 2880, 1972, 1791, 1442, 1373, 1270, 1252, 1061, 1005, 906, 822, 771, 747, 666]","['movement', 'facilitator', 'pot', 'specialist', 'brig', 'brazil', 'nationalist', 'china', 'park', 'university']"
1930,lead-pobj_prep.to,"['formation', 'room', 'house', 'place', 'door', 'establishment', 'action', 'life', 'apartment', 'gate', 'chamber', 'city', 'hall', 'church', 'top', 'christ']","[17889, 13932, 10441, 7991, 7795, 7536, 7304, 6478, 5579, 5435, 5402, 4577, 4033, 3490, 3413, 3341]","['model', 'spiral', 'round', 'cycle', 'human', 'airport', 'cooling', 'network', 'casualty', 'turnover']"
1930,learn-dobj,"['art', 'tongue', 'rule', 'story', 'habit', 'game', 'subject', 'form', 'table', 'craft', 'movement', 'book', 'power', 'maze', 'system', 'place']","[24138, 3054, 2970, 2348, 2284, 1570, 1484, 1334, 1277, 1086, 1080, 1068, 1058, 1050, 1024, 1013]","['package', 'theorist', 'centre', 'cycle', 'support', 'center', 'computer', 'adult', 'network', 'area']"
1930,learn-pobj_prep.from,"['book', 'source', 'lip', 'study', 'father', 'master', 'mother', 'authority', 'people', 'life', 'teacher', 'man', 'friend', 'record', 'paper', 'newspaper']","[5078, 1919, 1618, 1237, 1203, 1075, 1035, 826, 781, 731, 713, 701, 683, 569, 494, 467]","['film', 'medium', 'farmer', 'range', 'set', 'peer', 'individual', 'scientist', 'adult', 'television']"
1930,learn-pobj_prep.in,"['art', 'book', 'case', 'class', 'college', 'connection', 'course', 'field', 'grade', 'life', 'place', 'school', 'study', 'subject', 'tongue', 'world']","[1253, 661, 491, 324, 347, 461, 851, 276, 259, 1074, 359, 6335, 478, 254, 379, 780]","['pigeon', 'monkey', 'network', 'finch', 'adult', 'area', 'human', 'mouse', 'man', 'model']"
1930,leave-dobj,"['room', 'house', 'place', 'school', 'home', 'son', 'child', 'city', 'college', 'world', 'church', 'wife', 'subject', 'body', 'ship', 'widow']","[177726, 99027, 65208, 62721, 50920, 43556, 43474, 41770, 27187, 23365, 21541, 19739, 18556, 17925, 17798, 17368]","['stadium', 'podium', 'atrium', 'cafeteria', 'complex', 'computer', 'user', 'reactor', 'cinema', 'diner']"
1930,leave-nsubj,"['father', 'man', 'people', 'train', 'mother', 'friend', 'lady', 'king', 'child', 'wife', 'woman', 'ship', 'soul', 'boy', 'brother', 'girl']","[8067, 7391, 3381, 2870, 2817, 2746, 2737, 2693, 2479, 2276, 2216, 1919, 1794, 1789, 1655, 1610]","['ambulance', 'parsley', 'dad', 'waitress', 'truck', 'mouse', 'kid', 'mint', 'daddy', 'user']"
1930,leave-pobj_prep.by,"['father', 'train', 'predecessor', 'water', 'wife', 'glacier', 'man', 'mother', 'door', 'author', 'person', 'fire', 'flood', 'people', 'hand', 'ice']","[5309, 1881, 1091, 1038, 1000, 959, 820, 805, 770, 702, 683, 575, 571, 569, 511, 479]","['blade', 'user', 'bomb', 'human', 'vehicle', 'truck', 'comet', 'bit', 'killer', 'astronaut']"
1930,leave-pobj_prep.for,"['home', 'sake', 'man', 'defence', 'place', 'city', 'life', 'field', 'study', 'school', 'camp', 'support', 'people', 'coast', 'collection', 'office']","[4209, 846, 729, 698, 644, 601, 478, 467, 456, 422, 389, 386, 360, 342, 309, 279]","['club', 'beach', 'kitchen', 'market', 'studio', 'area', 'store', 'theater', 'restaurant', 'airport']"
1930,leave-pobj_prep.in,"['hand', 'world', 'place', 'room', 'house', 'body', 'field', 'city', 'contact', 'life', 'heart', 'camp', 'case', 'form', 'power', 'ground']","[29235, 9371, 8634, 5179, 4332, 1976, 1936, 1834, 1688, 1669, 1664, 1658, 1580, 1546, 1545, 1405]","['sink', 'register', 'buffer', 'patient', 'fridge', 'file', 'accumulator', 'truck', 'round', 'deck']"
1930,leave-pobj_prep.on,"['side', 'field', 'ground', 'table', 'earth', 'hand', 'board', 'shore', 'record', 'road', 'surface', 'floor', 'subject', 'bank', 'train', 'memory']","[4922, 4898, 3861, 3677, 2880, 2654, 1934, 1785, 1430, 1389, 1292, 864, 862, 823, 715, 665]","['disk', 'machine', 'card', 'roll', 'clock', 'tray', 'bus', 'drive', 'mail', 'dresser']"
1930,lift-dobj,"['head', 'hand', 'weight', 'hat', 'veil', 'finger', 'face', 'arm', 'foot', 'lid', 'heart', 'latch', 'glass', 'stone', 'soul', 'body']","[28895, 26970, 11428, 7621, 6812, 6531, 6294, 5965, 5143, 4329, 4075, 3083, 2794, 2751, 2518, 2467]","['handset', 'family', 'ceiling', 'belly', 'telephone', 'upper', 'suitcase', 'phone', 'equipment', 'control']"
1930,light-dobj,"['fire', 'pipe', 'candle', 'lamp', 'face', 'gas', 'street', 'match', 'torch', 'room', 'lantern', 'house', 'city', 'world', 'taper', 'stove']","[33150, 22333, 17999, 17521, 6248, 4781, 4249, 3805, 3073, 3060, 2449, 1513, 1418, 1257, 1213, 1163]","['control', 'site', 'grill', 'pilot', 'fireplace', 'pulse', 'designer', 'joint', 'flash', 'level']"
1930,limit-dobj,"['power', 'range', 'authority', 'action', 'scope', 'area', 'field', 'movement', 'spread', 'armament', 'extension', 'subject', 'family', 'case', 'life', 'form']","[16986, 2615, 2486, 2248, 2233, 1598, 1459, 1288, 1064, 985, 729, 632, 502, 483, 457, 374]","['support', 'weapon', 'missile', 'step', 'level', 'nutrient', 'casualty', 'threat', 'objective', 'race']"
1930,limit-pobj_prep.to,"['case', 'area', 'side', 'person', 'class', 'field', 'subject', 'point', 'surface', 'form', 'world', 'place', 'individual', 'life', 'range', 'line']","[2815, 2453, 1559, 1310, 1204, 898, 887, 812, 618, 598, 561, 554, 548, 533, 532, 504]","['human', 'model', 'episode', 'setting', 'japan', 'image', 'contact', 'freshman', 'objective', 'user']"
